"","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"284446",1561557678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284447",1561557679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284448",1561557680,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284449",1561557681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557681,NaN
"284450",1561557682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284451",1561557683,NaN,1561557683,NaN,NaN,NaN,NaN,NaN,1561557683,NaN
"284452",1561557684,NaN,1561557684,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284454",1561557686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284455",1561557687,NaN,1561557687,NaN,1561557687,NaN,NaN,NaN,NaN,NaN
"284456",1561557688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284458",NaN,NaN,NaN,NaN,NaN,NaN,1561557690,1561557690,1561557690,NaN
"284459",1561557691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284460",1561557692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284462",1561557694,NaN,NaN,NaN,1561557694,NaN,NaN,NaN,NaN,NaN
"284469",NaN,NaN,NaN,NaN,NaN,1561557701,NaN,NaN,NaN,NaN
"284471",NaN,NaN,NaN,NaN,1561557703,NaN,NaN,NaN,NaN,NaN
"284473",1561557705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284476",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557708
"284477",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557709
"284478",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557710
"284479",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557711
"284480",NaN,NaN,1561557712,NaN,NaN,NaN,NaN,NaN,NaN,1561557712
"284481",NaN,1561557713,1561557713,NaN,NaN,NaN,NaN,NaN,NaN,1561557713
"284483",NaN,NaN,NaN,NaN,NaN,1561557715,NaN,NaN,NaN,1561557715
"284485",1561557717,NaN,NaN,NaN,1561557717,NaN,NaN,NaN,NaN,NaN
"284487",NaN,1561557719,1561557719,1561557719,NaN,NaN,NaN,NaN,NaN,NaN
"284488",1561557720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284490",1561557722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284491",1561557723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284492",1561557724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284496",NaN,1561557728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284498",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557730
"284499",NaN,NaN,NaN,NaN,1561557731,NaN,NaN,NaN,NaN,NaN
"284505",NaN,NaN,NaN,NaN,1561557737,NaN,NaN,NaN,NaN,NaN
"284511",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557743,NaN,1561557743
"284512",NaN,NaN,NaN,NaN,1561557744,NaN,NaN,1561557744,NaN,1561557744
"284513",NaN,NaN,NaN,NaN,1561557745,NaN,NaN,NaN,NaN,NaN
"284516",NaN,NaN,NaN,1561557748,NaN,NaN,NaN,NaN,NaN,1561557748
"284517",NaN,NaN,NaN,NaN,1561557749,NaN,NaN,NaN,NaN,NaN
"284518",1561557750,NaN,NaN,NaN,1561557750,NaN,NaN,NaN,NaN,NaN
"284519",1561557751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284520",1561557752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284521",NaN,NaN,NaN,NaN,1561557753,NaN,NaN,NaN,NaN,NaN
"284523",1561557755,NaN,NaN,NaN,NaN,1561557755,NaN,NaN,1561557755,NaN
"284524",1561557756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284525",1561557757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284526",1561557758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284527",1561557759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284528",1561557760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284529",1561557761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284530",NaN,NaN,NaN,NaN,NaN,NaN,1561557762,NaN,NaN,NaN
"284531",NaN,NaN,NaN,NaN,NaN,NaN,1561557763,1561557763,NaN,NaN
"284532",NaN,NaN,1561557764,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284533",1561557765,1561557765,1561557765,NaN,1561557765,NaN,NaN,NaN,1561557765,NaN
"284534",NaN,1561557766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284535",1561557767,1561557767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284536",1561557768,1561557768,NaN,NaN,1561557768,NaN,NaN,NaN,NaN,NaN
"284537",1561557769,1561557769,NaN,NaN,NaN,1561557769,1561557769,1561557769,NaN,NaN
"284538",NaN,NaN,NaN,NaN,1561557770,NaN,NaN,NaN,NaN,NaN
"284539",1561557771,NaN,NaN,NaN,NaN,NaN,1561557771,NaN,NaN,1561557771
"284540",1561557772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557772
"284541",1561557773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284542",1561557774,NaN,NaN,NaN,NaN,NaN,1561557774,NaN,NaN,NaN
"284543",1561557775,NaN,NaN,NaN,NaN,NaN,NaN,1561557775,NaN,NaN
"284544",1561557776,NaN,NaN,NaN,NaN,NaN,1561557776,NaN,NaN,NaN
"284545",1561557777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284546",1561557778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284547",1561557779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284548",1561557780,NaN,NaN,NaN,NaN,NaN,1561557780,NaN,NaN,NaN
"284551",NaN,NaN,NaN,1561557783,NaN,NaN,1561557783,NaN,NaN,NaN
"284553",NaN,NaN,1561557785,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284554",NaN,NaN,1561557786,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284556",NaN,NaN,1561557788,NaN,NaN,NaN,1561557788,NaN,NaN,NaN
"284557",1561557789,NaN,1561557789,NaN,NaN,NaN,1561557789,NaN,NaN,NaN
"284558",1561557790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284559",NaN,NaN,1561557791,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284560",NaN,NaN,1561557792,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284561",NaN,1561557793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284562",NaN,1561557794,NaN,NaN,NaN,1561557794,NaN,NaN,NaN,1561557794
"284563",NaN,1561557795,NaN,NaN,NaN,NaN,NaN,1561557795,NaN,NaN
"284564",NaN,1561557796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284565",NaN,NaN,NaN,NaN,1561557797,NaN,NaN,NaN,NaN,NaN
"284572",NaN,NaN,NaN,NaN,1561557804,NaN,NaN,NaN,NaN,NaN
"284577",NaN,NaN,NaN,NaN,1561557809,NaN,1561557809,NaN,NaN,NaN
"284580",NaN,NaN,NaN,NaN,1561557812,NaN,1561557812,NaN,NaN,NaN
"284581",NaN,NaN,NaN,NaN,1561557813,NaN,NaN,NaN,NaN,NaN
"284584",1561557816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284586",1561557818,NaN,NaN,NaN,NaN,NaN,1561557818,NaN,NaN,NaN
"284587",NaN,1561557819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284589",NaN,NaN,NaN,NaN,1561557821,NaN,NaN,NaN,NaN,NaN
"284590",NaN,1561557822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284591",NaN,1561557823,NaN,NaN,1561557823,NaN,NaN,NaN,NaN,NaN
"284592",NaN,1561557824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557824
"284593",1561557825,1561557825,NaN,NaN,NaN,NaN,NaN,NaN,1561557825,NaN
"284594",NaN,1561557826,NaN,NaN,NaN,NaN,NaN,NaN,1561557826,NaN
"284595",NaN,1561557827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284596",NaN,1561557828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284597",NaN,NaN,NaN,NaN,NaN,NaN,1561557829,NaN,NaN,NaN
"284598",1561557830,NaN,NaN,1561557830,NaN,1561557830,NaN,NaN,NaN,NaN
"284599",NaN,1561557831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284600",NaN,1561557832,NaN,NaN,NaN,NaN,NaN,1561557832,NaN,NaN
"284601",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557833,NaN,NaN
"284607",NaN,NaN,NaN,NaN,NaN,NaN,1561557839,NaN,NaN,NaN
"284608",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557840,NaN
"284610",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557842,NaN
"284611",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557843,NaN
"284612",NaN,NaN,1561557844,NaN,NaN,NaN,1561557844,NaN,NaN,NaN
"284613",NaN,NaN,NaN,NaN,NaN,1561557845,NaN,NaN,1561557845,NaN
"284614",1561557846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284617",1561557849,NaN,1561557849,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284618",NaN,NaN,1561557850,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284621",NaN,NaN,NaN,1561557853,NaN,NaN,NaN,NaN,NaN,NaN
"284622",NaN,1561557854,NaN,1561557854,NaN,1561557854,NaN,NaN,NaN,NaN
"284623",NaN,1561557855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284624",NaN,NaN,NaN,NaN,NaN,NaN,1561557856,NaN,1561557856,NaN
"284625",NaN,1561557857,NaN,NaN,NaN,NaN,1561557857,NaN,NaN,NaN
"284626",NaN,NaN,NaN,NaN,NaN,1561557858,NaN,NaN,NaN,NaN
"284630",NaN,NaN,1561557862,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284633",NaN,NaN,NaN,NaN,NaN,NaN,1561557865,NaN,NaN,NaN
"284634",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557866
"284636",NaN,NaN,NaN,1561557868,NaN,1561557868,NaN,NaN,NaN,NaN
"284637",NaN,NaN,NaN,NaN,NaN,1561557869,NaN,NaN,NaN,NaN
"284638",NaN,NaN,NaN,NaN,1561557870,NaN,NaN,NaN,NaN,NaN
"284639",NaN,NaN,NaN,NaN,1561557871,NaN,NaN,NaN,NaN,NaN
"284641",1561557873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284643",NaN,NaN,NaN,NaN,1561557875,NaN,NaN,NaN,NaN,NaN
"284646",NaN,NaN,NaN,NaN,1561557878,NaN,1561557878,NaN,NaN,NaN
"284649",NaN,NaN,1561557881,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284651",NaN,NaN,NaN,1561557883,NaN,NaN,NaN,NaN,NaN,NaN
"284653",NaN,NaN,NaN,NaN,1561557885,NaN,NaN,NaN,NaN,NaN
"284654",NaN,NaN,1561557886,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284655",NaN,NaN,NaN,NaN,NaN,1561557887,NaN,NaN,NaN,NaN
"284656",NaN,NaN,NaN,1561557888,NaN,NaN,NaN,NaN,NaN,NaN
"284660",NaN,NaN,NaN,NaN,1561557892,1561557892,NaN,NaN,NaN,NaN
"284661",NaN,NaN,1561557893,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284664",1561557896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284665",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557897,NaN,NaN
"284668",NaN,NaN,1561557900,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284669",1561557901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284670",NaN,NaN,NaN,NaN,1561557902,1561557902,NaN,NaN,NaN,NaN
"284671",NaN,NaN,NaN,NaN,NaN,1561557903,NaN,NaN,NaN,NaN
"284673",1561557905,1561557905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284674",NaN,1561557906,NaN,NaN,NaN,1561557906,NaN,NaN,NaN,NaN
"284675",NaN,1561557907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284678",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557910,NaN
"284679",NaN,NaN,NaN,NaN,NaN,1561557911,NaN,NaN,1561557911,NaN
"284681",NaN,NaN,NaN,NaN,1561557913,NaN,NaN,NaN,NaN,1561557913
"284691",NaN,NaN,1561557923,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284693",1561557925,NaN,1561557925,1561557925,1561557925,NaN,NaN,NaN,NaN,NaN
"284695",NaN,NaN,NaN,NaN,NaN,NaN,1561557927,1561557927,NaN,NaN
"284696",NaN,NaN,NaN,NaN,NaN,NaN,1561557928,NaN,NaN,NaN
"284698",NaN,NaN,NaN,1561557930,NaN,NaN,NaN,NaN,1561557930,NaN
"284700",NaN,NaN,NaN,1561557932,NaN,NaN,NaN,NaN,NaN,NaN
"284707",NaN,NaN,NaN,NaN,NaN,1561557939,NaN,NaN,NaN,NaN
"284711",NaN,NaN,NaN,NaN,NaN,1561557943,NaN,NaN,NaN,NaN
"284712",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557944,NaN
"284716",NaN,1561557948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284717",NaN,1561557949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284726",NaN,NaN,NaN,NaN,NaN,1561557958,NaN,NaN,NaN,NaN
"284728",NaN,1561557960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284729",NaN,1561557961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284732",NaN,1561557964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284736",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557968,NaN,NaN
"284742",NaN,1561557974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284748",NaN,NaN,NaN,NaN,NaN,1561557980,NaN,NaN,NaN,NaN
"284752",1561557984,1561557984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284754",NaN,NaN,1561557986,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284756",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561557988,NaN,NaN
"284757",NaN,1561557989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284758",1561557990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284760",NaN,NaN,1561557992,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284765",NaN,NaN,1561557997,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284769",NaN,1561558001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284776",NaN,1561558008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284778",NaN,1561558010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284779",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558011,NaN,NaN
"284786",1561558018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284787",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558019,NaN
"284789",NaN,NaN,NaN,1561558021,NaN,NaN,NaN,NaN,NaN,1561558021
"284795",NaN,NaN,NaN,1561558027,NaN,NaN,NaN,NaN,NaN,NaN
"284797",NaN,NaN,1561558029,NaN,1561558029,NaN,NaN,NaN,NaN,NaN
"284798",NaN,NaN,NaN,NaN,1561558030,1561558030,NaN,NaN,NaN,NaN
"284799",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558031,NaN,NaN
"284802",NaN,1561558034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558034
"284805",NaN,NaN,1561558037,NaN,NaN,1561558037,NaN,NaN,NaN,NaN
"284807",NaN,NaN,NaN,NaN,NaN,1561558039,NaN,NaN,NaN,1561558039
"284808",NaN,NaN,NaN,NaN,NaN,1561558040,NaN,NaN,NaN,1561558040
"284809",NaN,NaN,NaN,NaN,NaN,1561558041,NaN,1561558041,1561558041,1561558041
"284813",NaN,NaN,NaN,NaN,NaN,1561558045,1561558045,NaN,NaN,NaN
"284816",NaN,NaN,1561558048,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284819",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558051
"284826",NaN,NaN,1561558058,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284840",NaN,NaN,NaN,NaN,NaN,NaN,1561558072,NaN,NaN,NaN
"284846",NaN,1561558078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284847",NaN,NaN,1561558079,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284848",NaN,NaN,NaN,1561558080,NaN,NaN,NaN,NaN,NaN,NaN
"284851",NaN,NaN,1561558083,NaN,NaN,NaN,NaN,1561558083,NaN,NaN
"284852",NaN,NaN,1561558084,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284856",1561558088,NaN,NaN,NaN,NaN,NaN,1561558088,NaN,NaN,NaN
"284857",1561558089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284858",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558090
"284859",1561558091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284861",1561558093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284863",NaN,NaN,NaN,NaN,1561558095,NaN,1561558095,NaN,NaN,NaN
"284864",NaN,NaN,NaN,NaN,1561558096,NaN,NaN,NaN,NaN,1561558096
"284866",NaN,NaN,1561558098,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284867",1561558099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284868",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558100,NaN,NaN
"284869",NaN,NaN,NaN,NaN,NaN,NaN,1561558101,NaN,NaN,NaN
"284870",NaN,NaN,NaN,NaN,NaN,NaN,1561558102,NaN,NaN,NaN
"284873",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558105,NaN
"284875",NaN,NaN,1561558107,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284877",NaN,NaN,NaN,NaN,NaN,NaN,1561558109,NaN,NaN,NaN
"284878",NaN,NaN,1561558110,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284879",NaN,NaN,1561558111,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284883",NaN,NaN,1561558115,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284884",NaN,NaN,1561558116,NaN,1561558116,NaN,NaN,NaN,NaN,NaN
"284885",NaN,NaN,1561558117,NaN,NaN,NaN,1561558117,1561558117,NaN,NaN
"284886",NaN,NaN,1561558118,1561558118,NaN,NaN,NaN,NaN,NaN,NaN
"284887",NaN,NaN,1561558119,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284888",NaN,NaN,1561558120,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284891",NaN,NaN,NaN,1561558123,NaN,NaN,NaN,NaN,NaN,NaN
"284896",NaN,1561558128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284897",NaN,1561558129,1561558129,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284898",NaN,NaN,1561558130,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284908",NaN,1561558140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284909",NaN,1561558141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284911",1561558143,1561558143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284912",NaN,1561558144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284913",NaN,1561558145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284915",NaN,1561558147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284917",NaN,NaN,NaN,1561558149,1561558149,NaN,NaN,NaN,NaN,NaN
"284918",NaN,1561558150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284919",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558151,NaN,NaN
"284920",NaN,NaN,1561558152,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284921",NaN,NaN,NaN,NaN,NaN,NaN,1561558153,NaN,NaN,NaN
"284922",NaN,NaN,NaN,1561558154,NaN,NaN,NaN,NaN,NaN,NaN
"284927",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558159,NaN,NaN
"284928",1561558160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284930",1561558162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284931",1561558163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284932",NaN,1561558164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284933",NaN,NaN,NaN,NaN,NaN,NaN,1561558165,1561558165,NaN,NaN
"284934",1561558166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284935",NaN,1561558167,NaN,NaN,1561558167,NaN,NaN,NaN,NaN,NaN
"284936",1561558168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284937",NaN,NaN,NaN,1561558169,NaN,NaN,NaN,NaN,NaN,NaN
"284941",1561558173,NaN,NaN,1561558173,NaN,NaN,NaN,NaN,NaN,NaN
"284942",NaN,NaN,NaN,NaN,NaN,NaN,1561558174,NaN,NaN,NaN
"284943",NaN,NaN,1561558175,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284944",NaN,NaN,NaN,1561558176,NaN,NaN,NaN,NaN,NaN,NaN
"284945",NaN,NaN,1561558177,NaN,NaN,NaN,NaN,1561558177,NaN,NaN
"284946",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558178,NaN,NaN
"284949",NaN,NaN,NaN,NaN,1561558181,NaN,NaN,NaN,NaN,NaN
"284950",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558182,NaN,NaN
"284951",NaN,NaN,NaN,1561558183,1561558183,NaN,NaN,NaN,NaN,NaN
"284955",NaN,NaN,NaN,NaN,NaN,1561558187,NaN,NaN,NaN,NaN
"284959",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558191,NaN,NaN
"284960",NaN,NaN,1561558192,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284961",1561558193,NaN,NaN,NaN,1561558193,NaN,NaN,NaN,NaN,NaN
"284969",NaN,NaN,NaN,1561558201,NaN,NaN,NaN,NaN,NaN,NaN
"284971",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558203
"284972",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558204
"284973",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558205
"284982",NaN,NaN,NaN,NaN,1561558214,NaN,NaN,NaN,NaN,NaN
"284983",NaN,NaN,NaN,NaN,1561558215,NaN,NaN,NaN,NaN,NaN
"284987",NaN,NaN,NaN,NaN,NaN,1561558219,NaN,NaN,NaN,NaN
"284988",NaN,NaN,NaN,NaN,NaN,1561558220,NaN,NaN,NaN,NaN
"284990",NaN,NaN,NaN,NaN,NaN,NaN,1561558222,NaN,NaN,NaN
"284991",NaN,1561558223,NaN,1561558223,NaN,NaN,NaN,NaN,NaN,NaN
"284992",NaN,1561558224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"284993",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558225,NaN
"284995",NaN,NaN,NaN,NaN,NaN,NaN,1561558227,NaN,NaN,NaN
"284998",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558230
"285002",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558234
"285003",NaN,NaN,NaN,NaN,1561558235,NaN,NaN,NaN,NaN,1561558235
"285008",NaN,1561558240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"285011",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558243
"285012",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558244
"285014",NaN,NaN,NaN,NaN,NaN,NaN,1561558246,NaN,NaN,NaN
"285015",NaN,NaN,NaN,NaN,1561558247,NaN,NaN,NaN,NaN,NaN
"285020",NaN,NaN,NaN,NaN,1561558252,NaN,NaN,NaN,NaN,NaN
"285024",NaN,NaN,1561558256,NaN,NaN,NaN,1561558256,NaN,NaN,NaN
"285025",NaN,NaN,1561558257,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"285028",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558260,NaN
"285029",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558261,NaN
"285030",NaN,NaN,1561558262,NaN,NaN,NaN,NaN,NaN,1561558262,NaN
"285031",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558263,NaN
"285032",NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558264,1561558264,NaN
"285033",NaN,NaN,NaN,NaN,NaN,NaN,1561558265,NaN,NaN,NaN
"285036",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558268,NaN
"285037",NaN,NaN,NaN,NaN,NaN,1561558269,NaN,NaN,NaN,1561558269
"285038",NaN,NaN,NaN,NaN,NaN,1561558270,NaN,NaN,NaN,1561558270
"285039",NaN,NaN,NaN,NaN,NaN,NaN,1561558271,NaN,1561558271,NaN
"285042",NaN,NaN,NaN,NaN,1561558274,NaN,NaN,NaN,NaN,NaN
"285045",NaN,NaN,NaN,NaN,NaN,NaN,1561558277,NaN,NaN,NaN
"285055",NaN,1561558287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"285066",NaN,NaN,NaN,NaN,1561558298,NaN,1561558298,NaN,NaN,NaN
"285067",NaN,NaN,NaN,NaN,NaN,NaN,1561558299,NaN,NaN,NaN
"285072",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558304,NaN
"285073",NaN,NaN,1561558305,NaN,1561558305,NaN,NaN,NaN,NaN,NaN
"285074",1561558306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"285075",1561558307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"285078",NaN,NaN,NaN,NaN,1561558310,NaN,NaN,NaN,NaN,NaN
"285081",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558313,NaN
"285082",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561558314,NaN
"285093",NaN,NaN,NaN,NaN,NaN,NaN,1561558325,NaN,NaN,NaN
